"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
1145593454274652,100064720237286,"Alcaldía de Tuluá","🚨 ¡Capturado por hurto en Tuluá!Un hombre fue detenido en flagrancia tras robar una cadena en el barrio El Palmar.👮‍♂️ Gracias al plan candado de la Policía 🔒 Se encuentra bajo medida de aseguramiento.¡Denuncia cualquier delito! ☎️ al 123","🚨 ¡Capturado por hurto en Tuluá!Un hombre fue detenido en flagrancia tras robar una cadena en el barrio El Palmar.👮‍♂️ Gracias al plan candado de la Policía 🔒 Se encuentra bajo medida de aseguramiento.¡Denuncia cualquier delito! ☎️ al 123",77,"05/24/2025 13:19",N/A,https://www.facebook.com/reel/1211824640577200/,0,0,Reels,,,,,Total,20348,16204,473,410,25,38,795,,795,,354154.458,19.054,0,0,
1144997061000958,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Continúa apoyo nutricional a madres con Fundación Éxito.

Gracias a la articulación entre la Gestora Social de Tuluá, Luz Elena Londoño , y la Fundación Éxito, continúa con éxito el programa "" Goticas de Amor"" , una estrategia que beneficia a 100 madres gestantes y lactantes del municipio con apoyo nutricional y acompañamiento integral.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"05/23/2025 19:20",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0jS73LoVZTMTkrBCu5KwppBZssDHhFVejtdFexfBvyMbD4tsLFxPk8Brc8emVtbX4l,0,0,Enlaces,,,,,Total,1115,1418,20,14,0,6,15,,4,11,,,,,
1144996447667686,100064720237286,"Alcaldía de Tuluá","#Turismo | Tuluá instala su primer Consejo Consultivo de Turismo.

El alcalde Gustavo Adolfo Vélez Román, instaló oficialmente el primer Consejo Consultivo de Turismo , un espacio de participación que reúne a actores del sector público, privado y comunitario para fortalecer el turismo local con visión de futuro.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"05/23/2025 19:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02iEkmntLWWPMxgewsmnZE4Sog7fVY32NoT1CN2GK48PXX4aN7ztyVYPTHAKW84K1Hl,0,0,Enlaces,,,,,Total,1021,1266,26,22,0,4,17,,4,13,,,,,
1144924454341552,100064720237286,"Alcaldía de Tuluá","📍 ¡Planea tu Comuna llegó a la Comuna 3! 🏘️

Estuvimos en La Inmaculada, Cóndor 2, San Antonio, Brisas del Valle y más, escuchando a la comunidad y construyendo soluciones 💬✅

🛠️ seguimos haciendo de Tuluá un lugar más justo y participativo #ParaSerFelices🙌","📍 ¡Planea tu Comuna llegó a la Comuna 3! 🏘️

Estuvimos en La Inmaculada, Cóndor 2, San Antonio, Brisas del Valle y más, escuchando a la comunidad y construyendo soluciones 💬✅

🛠️ seguimos haciendo de Tuluá un lugar más justo y participativo #ParaSerFelices🙌",53,"05/23/2025 17:12",N/A,https://www.facebook.com/reel/1602679477253858/,1,0,Reels,,,,,Total,3281,2213,104,79,3,22,83,,83,,32184.481,10.583,0,0,
1144636771036987,100064720237286,"Alcaldía de Tuluá","🔧👷‍♂️ ¡Seguimos construyendo entornos escolares seguros!

Desde la Secretaría de Educación instalamos 50 metros lineales de barandas para una movilidad segura en la I.E. Juan María Céspedes, sede San Luis 🏫, protegiendo a nuestros estudiantes y mejorando sus espacios de aprendizaje. 💪📚.

¡La seguridad también se aprende! 🚸✨ #ParaSerFelices","🔧👷‍♂️ ¡Seguimos construyendo entornos escolares seguros!

Desde la Secretaría de Educación instalamos 50 metros lineales de barandas para una movilidad segura en la I.E. Juan María Céspedes, sede San Luis 🏫, protegiendo a nuestros estudiantes y mejorando sus espacios de aprendizaje. 💪📚.

¡La seguridad también se aprende! 🚸✨ #ParaSerFelices",28,"05/23/2025 08:03",N/A,https://www.facebook.com/reel/1632701767385549/,1,0,Reels,,,,,Total,1616,1136,39,33,1,5,22,,22,,9264.971,6.358,0,0,
1144067587760572,100064720237286,"Alcaldía de Tuluá","💙 En el 2024, Tuluá volvió a creer. Parte 1.","💙 En el 2024, Tuluá volvió a creer. Parte 1.
En la inclusión, la educación, la cultura, el deporte y la salud como pilares #ParaSerFelices 🙌✨

Porque para el alcalde Gustavo Vélez, lo social no es una opción, es una prioridad.
¡Seguimos construyendo una ciudad con oportunidades para todos! 💪🏽🏙️",174,"05/22/2025 15:45",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/1871405880291600/,0,0,Videos,,,,,Total,3341,2917,235,115,8,112,49,,49,,20078.344,6.339,0,0,0
1144013724432625,100064720237286,"Alcaldía de Tuluá","#GestióndelRiesgo | Continúa atención a emergencia por inundaciones en Zabaletas.

Gracias a la sinergia entre la Administración Municipal, la industria cañera y la comunidad, se ha venido construyendo una ruta de soluciones inmediatas y estructurales; además, se socializó una propuesta técnica, como primer paso para mitigar la situación mientras se avanza en la construcción del nuevo puente proyectado para la zona.

",,0,"05/22/2025 13:37",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0NmR1gKXFfmQm8NxHw1v4xAkoAtvVF7rSBuiQvF7dHNp4gE8YZWTSYePYfCo6yExol,0,0,Enlaces,,,,,Total,1034,1436,30,25,0,5,17,,4,13,,,,,
1144013134432684,100064720237286,"Alcaldía de Tuluá","#Gobierno | Encuentros comunitarios por la convivencia llegaron a Miraflores y al comercio nocturno de Tuluá.

Durante la visita al barrio Miraflores, los habitantes expusieron diversas inquietudes relacionadas con la convivencia ciudadana. La comunidad valoró positivamente estos espacios, que permiten una comunicación más cercana y efectiva con el gobierno local.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/22/2025 13:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0nJ71CrgzaG9ANYPBgVnEazfytja7St7vDNmrkyhYubEgrGs5yMdSBD6G3yRNdL2Yl,0,0,Enlaces,,,,,Total,1167,1524,43,33,1,9,33,,13,20,,,,,
1144006021100062,100064720237286,"Alcaldía de Tuluá","#Atención | Falsos funcionarios intentan suplantar visitas oficiales en Tuluá

Hacemos un llamado a toda la comunidad para que verifiquen directamente con la Alcaldía o Valle Avanza cualquier información relacionada con visitas técnicas o trámites catastrales. Es fundamental que los ciudadanos exijan carné e identificación oficial a cualquier persona que se presente en nombre de la Alcaldía o entidades relacionadas.

Lee la noticia completa:⬇⬇⬇
",,0,"05/22/2025 13:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid026AHmFmcewrf7UCe2LSiEDQ7cMaVEwWkBciPQsNQPut8x1H3nyAaS9vNi75kM3uiKl,0,0,Enlaces,,,,,Total,693,992,21,13,2,6,25,,11,14,,,,,
1143996024434395,100064720237286,"Alcaldía de Tuluá","👩‍🍼💙 ¡100 madres tulueñas beneficiadas!

Gracias a la alianza entre la Gestora Social, Luz Elena Londoño, y la @fundacionexito, a través del programa Goticas de Amor, 100 madres lactantes y gestantes de nuestro municipio, recibirán apoyo nutricional con mercados y acompañamiento integral en una etapa clave para sus bebés 👶✨. #ParaSerFelices #Lactatón #ConLasGoticasNutrimosVidas","👩‍🍼💙 ¡100 madres tulueñas beneficiadas!

Gracias a la alianza entre la Gestora Social, Luz Elena Londoño, y la @fundacionexito, a través del programa Goticas de Amor, 100 madres lactantes y gestantes de nuestro municipio, recibirán apoyo nutricional con mercados y acompañamiento integral en una etapa clave para sus bebés 👶✨. #ParaSerFelices #Lactatón #ConLasGoticasNutrimosVidas",61,"05/22/2025 12:55",uploaded,https://www.facebook.com/reel/3949918391939244/,1,0,Reels,,,,,Total,3404,2304,105,79,1,25,91,,91,,29708.042,9.345,0,0,
1143989344435063,100064720237286,"Alcaldía de Tuluá","🚨 ¡No te dejes engañar! 🚨

La Administración Municipal NO está realizando actualización catastral en zona urbana y rural.
Esta labor corresponde al operador Valle Avanza, y hasta la fecha, no se ha contratado este servicio🏘️

👀 Evita caer en información falsa o en manos de estafadores.  📣 Comparte esta información y ayúdanos a correr la voz. ¡Entre todos nos cuidamos! 🤝 #ParaSerFelices",,0,"05/22/2025 12:40",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02ZyDMtyJ834xS6JbYA4HNRw7aD2nK7v9mvQCT1MghJDmKfRYT59QBcua6kgkoNEB5l,0,0,Fotos,,,,,Total,1693,3150,57,28,5,24,91,30,61,,,,,,
1143842127783118,100064720237286,"Alcaldía de Tuluá","#Noticias | Alcalde Gustavo Vélez clausura período de sesiones extraordinarias.

En la última jornada de sesiones extraordinarias, que contó con la asistencia del alcalde Gustavo Vélez, el Concejo Municipal aprobó el proyecto de acuerdo “Por medio del cual se otorgan facultades pro tempore al alcalde municipal de Tuluá para la actualización y modernización de los estatutos de Emtuluá ESP, garantizando su eficiencia, transparencia y sostenibilidad y se dictan otras disposiciones”.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/22/2025 08:10",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02PJeXh4UdkV31K6BFte1qq6GKWwDfvagshipE2bdDyHTsPd9ABNfNH3jGAeMKyYjGl,0,0,Enlaces,,,,,Total,887,1269,27,20,1,6,22,,8,14,,,,,
1143830784450919,100064720237286,"Alcaldía de Tuluá","#Seguridad | Tulueños confirman avances en seguridad.

Gracias a la gestión comprometida y decidida de la Administración Municipal, encabezada por el alcalde Gustavo Adolfo Vélez Román , Tuluá ha logrado avances significativos en materia de seguridad ciudadana. Bajo su liderazgo, se han fortalecido las estrategias de prevención, se han incrementado los operativos interinstitucionales, mejorado la iluminación en zonas críticas y ampliado los frentes de seguridad con activa participación comunitaria.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/22/2025 07:51",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02unDJx1Dsa8Xj89L29ocMST7Au7BRcmrkr1qk2VH7fHxrTHLwtMs99apVoHLLSYM3l,0,0,Enlaces,,,,,Total,959,1372,39,28,3,8,32,,23,9,,,,,
1143829571117707,100064720237286,"Alcaldía de Tuluá","#Salud | Alerta Sanitaria por Brote de Síndrome Mano-Pie-Boca en Tuluá.

Desde la Secretaría de Salud ha intensificado las visitas técnicas a las instituciones afectadas, implementado la identificación y aislamiento de casos, y capacitado al personal docente y administrativo en medidas de prevención y control. Estas acciones continuarán desarrollándose de manera permanente para salvaguardar la salud de la primera infancia en el municipio.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/22/2025 07:48",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02B2hyBsMqiCzUPFJMmexx7Rd6nYyUHYH99GwkkLj6KoaJi6iKYzDyDvHsxY7T5QU2l,0,0,Enlaces,,,,,Total,836,1006,23,16,0,7,16,,3,13,,,,,
1143818061118858,100064720237286,"Alcaldía de Tuluá","Hoy le decimos SÍ al progreso de Tuluá 🙌🏼✨

Estos proyectos aprobados marcarán un antes y un después en nuestra ciudad. Obras que transformarán realidades, impulsarán el desarrollo y generarán bienestar para todos los tulueños. 💙✅

Este es un paso gigante hacia el avance que tanto soñamos.🔝💪🏼 Con compromiso, autonomía y amor por Tuluá. #ParaSerFelices","Hoy le decimos SÍ al progreso de Tuluá 🙌🏼✨

Estos proyectos aprobados marcarán un antes y un después en nuestra ciudad. Obras que transformarán realidades, impulsarán el desarrollo y generarán bienestar para todos los tulueños. 💙✅

Este es un paso gigante hacia el avance que tanto soñamos.🔝💪🏼 Con compromiso, autonomía y amor por Tuluá. #ParaSerFelices",81,"05/22/2025 07:29",uploaded,https://www.facebook.com/reel/3877095902436936/,1,0,Reels,,,,,Total,22426,19644,718,406,79,233,610,,610,,246434.397,12.421,0,0,
1143266624507335,100064720237286,"Alcaldía de Tuluá","🚨🧹 ¡Atendimos a la comunidad del 7 de Agosto!

Acompañamos y acudimos al llamado de la comunidad de este sector, con una jornada de limpieza liderada desde el Departamento de Planeación Municipal, en trabajo conjunto con la Junta de Acción Comunal y el apoyo del Cuerpo de Bomberos de Tuluá.🚒.

💨🧼 Esta acción se realizó para mitigar los efectos del desbordamiento del río, el polvo y sus consecuencias, cuidando así la salud de nuestros habitantes.  #ParaSerFelices 💙 🙌","🚨🧹 ¡Atendimos a la comunidad del 7 de Agosto!

Acompañamos y acudimos al llamado de la comunidad de este sector, con una jornada de limpieza liderada desde el Departamento de Planeación Municipal, en trabajo conjunto con la Junta de Acción Comunal y el apoyo del Cuerpo de Bomberos de Tuluá.🚒.

💨🧼 Esta acción se realizó para mitigar los efectos del desbordamiento del río, el polvo y sus consecuencias, cuidando así la salud de nuestros habitantes.  #ParaSerFelices 💙 🙌",45,"05/21/2025 13:31",N/A,https://www.facebook.com/reel/948266753928125/,1,0,Reels,,,,,Total,1766,1240,62,41,8,13,36,,36,,14964.675,9.064,0,0,
1143167027850628,100064720237286,"Alcaldía de Tuluá","#Noticias | Instalación de cruce semafórico temporal para inicio de obra en carrera 40.

Se ha habilitado un nuevo cruce peatonal semaforizado, de manera temporal, ubicado al frente del Supercentro Tulu , con el fin de garantizar el paso seguro de los ciudadanos entre los barrios Fátima, Príncipe y el Parque de la Familia, hacia el sector comercial.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/21/2025 10:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid035pJYjTbjdBrijuRXZ66aFWTPZaHA892tuMgiGpy25yKaJschUibXJfj83GHDmk5Jl,0,0,Enlaces,,,,,Total,3089,5964,111,90,10,11,309,,163,146,,,,,
1143155657851765,100064720237286,"Alcaldía de Tuluá","#Seguridad | Nuevo golpe a banda delincuencial La Inmaculada.

Gracias a un trabajo articulado de inteligencia e investigación judicial, fue capturado alias “Gordo” o “Rosado”, señalado como uno de los principales cabecillas del Grupo Delincuencial Común Organizado (GDCO) “La Inmaculada”, con injerencia en nuestro municipio.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/21/2025 10:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02yjSnte3v4RKFoDEVVk3fYbLWpTpnSgku62vivzdhesETw53yVGJ484MyAZ19kXcwl,0,0,Enlaces,,,,,Total,2489,2450,43,39,0,4,447,,17,430,,,,,
1143131781187486,100064720237286,"Alcaldía de Tuluá","🦠👄🖐👣 ¿Has oído hablar del virus ""boca, manos y pies""?
Desde la Secretaría de Salud de Tuluá te compartimos información clave sobre esta enfermedad que afecta principalmente a niños, pero también puede presentarse en adultos.

📲 Desliza y conoce:
✅ Qué es el virus
✅ Cuáles son sus síntomas
✅ Cómo tratarlo y prevenir el contagio

¡Infórmate y protege a tu familia y comunidad! 🧼💉 #ParaSerFelices",,0,"05/21/2025 09:34",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid036SzovKYuiZag3SMGMZbKqTpoSBfwN3Tp2wjYEhnEFUoSpPBksyXBWr1r1LQVe6qzl,0,0,Fotos,,,,,Total,1938,2745,80,42,1,37,250,209,41,,,,,,
1143042537863077,100064720237286,"Alcaldía de Tuluá","📣 ¡Tuluá ya tiene Consejo Consultivo de Turismo! 🌿✨
Un paso clave para hacer de nuestro municipio un destino con identidad, seguro y con proyección nacional 🇨🇴

#ParaSerFelices 💙","📣 ¡Tuluá ya tiene Consejo Consultivo de Turismo! 🌿✨
Un paso clave para hacer de nuestro municipio un destino con identidad, seguro y con proyección nacional 🇨🇴

#ParaSerFelices 💙",55,"05/21/2025 07:04",N/A,https://www.facebook.com/reel/1202755194665088/,1,0,Reels,,,,,Total,3329,1787,187,105,22,60,85,,83,2,34374.978,11.315,0,0,
1142685117898819,100064720237286,"Alcaldía de Tuluá","#Noticias | Concejo aprobó proyecto que transformará la ciudad de Tuluá.

El Concejo Municipal de Tuluá aprobó de manera mayoritaria el Proyecto de Acuerdo que permitirá realizar inversiones estratégicas que transformarán el futuro del municipio y lo proyectará como una ciudad moderna y de progreso. 

Lee la noticia completa aquí:⬇️⬇️⬇️
",,0,"05/20/2025 20:06",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02U27LEYLJPVmkuDtrpjUyJRUX61GaPMVXcrbsjnoo7dQcSDAkmgK5VwwZvtfkguX5l,0,0,Enlaces,,,,,Total,3846,6123,293,183,84,26,779,,597,182,,,,,
1142544627912868,100064720237286,"Alcaldía de Tuluá","🚀✨ ¡Apoyando a los estudiantes!
Desde la Secretaría de Educación acompañamos la Feria STEAM del Colegio Bilingüe Hispanoamericano 🎓🔬📚.
Un espacio lleno de creatividad, ciencia y pasión donde nuestros estudiantes demostraron todo su potencial 💡💙.

🌟 ¡En Tuluá le apostamos al conocimiento y a la innovación educativa en todas las Instituciones! #ParaSerFelices 💙✅","🚀✨ ¡Apoyando a los estudiantes!
Desde la Secretaría de Educación acompañamos la Feria STEAM del Colegio Bilingüe Hispanoamericano 🎓🔬📚.
Un espacio lleno de creatividad, ciencia y pasión donde nuestros estudiantes demostraron todo su potencial 💡💙.

🌟 ¡En Tuluá le apostamos al conocimiento y a la innovación educativa en todas las Instituciones! #ParaSerFelices 💙✅",49,"05/20/2025 15:17",N/A,https://www.facebook.com/reel/1203419691562694/,1,0,Reels,,,,,Total,3250,1468,127,106,1,20,33,,33,,29107.552,10.307,0,0,
